Age,Education,Relationship_Status,Income,Children,Wine ($),Fruit ($),Meat ($),Fish ($),Sweets ($),Gold_Products ($),Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Days_Enrolled,Avg_Purch_Freq,Avg_Spend ($),Accept_One,Accept_Rate,Cust_Accept (%)
60,Graduation,Married,46734.0,1,110,5,137,26,23,29,2,6,1,5,189.0,13.5,23.571428571428573,0,(0/6),0.0
52,Graduation,Divorced,39552.0,2,165,3,147,4,24,41,7,6,2,5,656.0,32.8,19.2,1,(1/6),16.666666666666664
48,Graduation,Single,86358.0,2,957,47,494,82,47,95,4,5,3,6,314.0,17.444444444444443,95.66666666666667,0,(0/6),0.0
37,Graduation,In-Relationship,46931.0,3,41,0,17,3,1,16,2,1,1,3,653.0,93.28571428571429,11.142857142857142,0,(0/6),0.0
29,Basic,Single,16581.0,0,1,3,4,2,3,11,1,0,0,3,385.0,96.25,6.0,0,(0/6),0.0
62,2n Cycle,Divorced,63998.0,0,176,29,818,0,33,112,1,7,6,11,145.0,5.8,46.72,1,(1/6),16.666666666666664
63,Master,Married,67381.0,1,815,8,53,11,0,70,4,2,2,9,717.0,42.1764705882353,56.294117647058826,1,(1/6),16.666666666666664
47,Graduation,Single,25930.0,2,6,1,2,2,0,4,1,1,0,2,366.0,91.5,3.75,0,(0/6),0.0
36,Graduation,Married,42693.0,1,8,4,20,6,3,16,1,1,0,3,159.0,31.8,11.4,0,(0/6),0.0
38,Graduation,In-Relationship,85606.0,1,717,42,864,219,30,84,2,6,7,9,816.0,34.0,81.5,1,(1/6),16.666666666666664
29,Graduation,Single,72903.0,0,1067,138,750,0,19,39,1,7,5,8,545.0,25.952380952380953,95.85714285714286,1,(4/6),66.66666666666666
40,2n Cycle,In-Relationship,49669.0,1,166,5,107,11,8,29,2,5,1,6,161.0,11.5,23.285714285714285,0,(0/6),0.0
46,PhD,Married,36778.0,2,29,4,34,2,4,4,3,3,0,3,635.0,70.55555555555556,8.555555555555555,0,(0/6),0.0
52,PhD,Divorced,85696.0,0,714,76,395,116,0,12,1,4,6,9,497.0,24.85,65.65,1,(1/6),16.666666666666664
25,Master,Divorced,10979.0,0,8,4,10,2,2,4,2,3,0,3,637.0,79.625,3.75,0,(0/6),0.0
53,Graduation,Married,49678.0,1,229,5,56,3,2,20,2,6,2,4,172.0,12.285714285714286,22.5,0,(0/6),0.0
61,Master,In-Relationship,56129.0,1,320,48,133,39,72,48,4,6,2,10,439.0,19.954545454545453,30.0,0,(0/6),0.0
25,Graduation,Married,37155.0,1,23,0,26,7,15,3,1,2,0,4,359.0,51.285714285714285,10.571428571428571,0,(0/6),0.0
36,2n Cycle,Divorced,21282.0,1,1,5,8,4,8,20,2,2,1,2,282.0,40.285714285714285,6.571428571428571,0,(0/6),0.0
52,PhD,Single,33419.0,1,56,0,12,0,0,18,2,2,0,4,345.0,43.125,10.75,0,(0/6),0.0
69,Graduation,Widow,63285.0,0,508,124,249,50,38,134,1,6,5,13,776.0,31.04,44.12,0,(0/6),0.0
40,Master,In-Relationship,21255.0,1,29,0,25,2,2,3,4,2,1,4,352.0,32.0,5.545454545454546,0,(0/6),0.0
33,Graduation,In-Relationship,42162.0,1,46,7,59,2,4,27,2,3,1,3,747.0,83.0,16.11111111111111,1,(2/6),33.33333333333333
58,Graduation,In-Relationship,54450.0,2,454,0,171,8,19,32,12,9,2,8,481.0,15.516129032258064,22.06451612903226,0,(0/6),0.0
60,PhD,Married,57744.0,1,350,3,39,0,0,19,2,9,1,4,792.0,49.5,25.6875,0,(0/6),0.0
28,Graduation,Single,26576.0,1,10,0,8,0,0,9,1,1,0,2,792.0,198.0,6.75,1,(2/6),33.33333333333333
71,PhD,Widow,57513.0,0,735,40,183,52,20,30,2,9,3,13,768.0,28.444444444444443,39.25925925925926,0,(0/6),0.0
50,Graduation,In-Relationship,68142.0,1,897,126,196,91,112,37,3,10,4,7,210.0,8.75,60.791666666666664,0,(0/6),0.0
35,Graduation,Married,7500.0,1,5,2,3,3,0,5,1,1,0,2,155.0,38.75,4.5,0,(0/6),0.0
40,Graduation,In-Relationship,83145.0,0,777,35,731,39,137,114,1,5,9,11,466.0,17.923076923076923,70.5,1,(2/6),33.33333333333333
54,Master,Married,54197.0,1,162,6,37,6,13,13,2,1,3,6,694.0,57.833333333333336,19.75,0,(0/6),0.0
51,PhD,Single,23091.0,2,35,0,11,0,0,2,4,2,1,3,154.0,15.4,4.8,0,(0/6),0.0
38,Graduation,Married,46049.0,2,342,9,112,19,14,19,10,5,2,9,598.0,23.0,19.807692307692307,1,(1/6),16.666666666666664
40,Graduation,In-Relationship,56715.0,0,258,105,239,237,172,9,1,7,3,4,221.0,14.733333333333333,68.0,0,(0/6),0.0
53,Graduation,Married,79410.0,0,658,80,483,123,13,13,1,3,2,5,776.0,70.54545454545455,124.54545454545455,0,(0/6),0.0
63,Graduation,Married,57304.0,1,356,80,329,138,17,106,2,7,6,10,740.0,29.6,41.04,0,(0/6),0.0
49,Graduation,Married,44375.0,1,213,5,28,7,7,41,1,4,1,6,799.0,66.58333333333333,25.083333333333332,0,(0/6),0.0
58,Graduation,In-Relationship,54450.0,2,454,0,171,8,19,32,12,9,2,8,382.0,12.32258064516129,22.06451612903226,0,(0/6),0.0
49,Graduation,Married,59594.0,1,457,4,29,0,0,9,1,8,1,7,525.0,30.88235294117647,29.352941176470587,1,(1/6),16.666666666666664
20,Graduation,In-Relationship,80685.0,0,241,45,604,34,26,54,1,6,4,10,482.0,22.952380952380953,47.80952380952381,0,(0/6),0.0
40,PhD,Married,40344.0,1,210,0,6,0,0,2,2,4,1,5,799.0,66.58333333333333,18.166666666666668,0,(0/6),0.0
42,Graduation,Married,62710.0,1,441,35,83,7,29,11,4,4,2,12,519.0,23.59090909090909,27.545454545454547,0,(0/6),0.0
46,2n Cycle,Married,48985.0,1,19,13,18,10,7,8,1,1,1,3,281.0,46.833333333333336,12.5,0,(0/6),0.0
46,Graduation,In-Relationship,35322.0,3,28,9,37,12,7,13,3,2,0,4,255.0,28.333333333333332,11.777777777777779,0,(0/6),0.0
66,Graduation,Married,77142.0,0,476,75,162,29,151,97,1,4,4,8,227.0,13.352941176470589,58.23529411764706,0,(0/6),0.0
45,Graduation,Single,81657.0,0,364,40,425,158,60,50,1,3,4,8,795.0,49.6875,68.5625,0,(0/6),0.0
18,Basic,Married,14421.0,0,0,0,2,3,3,8,1,1,0,2,291.0,72.75,4.0,1,(1/6),16.666666666666664
40,2n Cycle,Married,20130.0,0,0,6,3,7,6,12,1,1,0,3,660.0,132.0,6.8,0,(0/6),0.0
24,PhD,Married,74214.0,0,863,83,547,86,99,33,1,8,2,5,351.0,21.9375,106.9375,0,(0/6),0.0
57,Master,Married,66726.0,2,349,7,35,0,0,47,3,8,2,4,726.0,42.705882352941174,25.764705882352942,1,(1/6),16.666666666666664
35,Basic,In-Relationship,23724.0,1,5,23,15,0,18,14,2,2,0,3,531.0,75.85714285714286,10.714285714285714,0,(0/6),0.0
54,Master,Married,47353.0,1,184,2,19,8,8,4,3,2,2,6,565.0,43.46153846153846,17.307692307692307,0,(0/6),0.0
62,Master,Married,33444.0,2,8,0,8,0,0,2,1,1,0,2,259.0,64.75,4.5,0,(0/6),0.0
33,Graduation,Married,54386.0,1,277,21,64,62,21,25,2,3,2,10,655.0,38.529411764705884,27.647058823529413,0,(0/6),0.0
33,Graduation,Divorced,28510.0,2,44,5,19,0,4,19,3,2,0,4,663.0,73.66666666666667,10.11111111111111,0,(0/6),0.0
23,Master,Single,90638.0,0,1156,120,915,94,144,96,1,3,4,10,649.0,36.05555555555556,140.27777777777777,1,(1/6),16.666666666666664
64,Graduation,In-Relationship,48070.0,1,373,14,83,6,9,19,3,8,2,6,545.0,28.68421052631579,26.526315789473685,0,(0/6),0.0
57,Graduation,Married,43140.0,1,134,8,76,6,0,11,1,4,1,5,175.0,15.909090909090908,21.363636363636363,0,(0/6),0.0
53,PhD,Divorced,54959.0,1,1148,0,60,0,0,24,3,9,5,4,454.0,21.61904761904762,58.666666666666664,1,(2/6),33.33333333333333
56,Basic,Single,15056.0,2,6,12,3,21,6,40,5,2,2,3,434.0,36.166666666666664,7.333333333333333,0,(0/6),0.0
43,Graduation,Single,26954.0,1,4,1,11,0,0,1,1,1,0,2,431.0,107.75,4.25,0,(0/6),0.0
29,Graduation,Single,22327.0,1,5,4,8,2,0,5,1,1,0,3,693.0,138.6,4.8,0,(0/6),0.0
49,Graduation,Married,44393.0,2,24,2,20,2,2,10,2,1,0,4,245.0,35.0,8.571428571428571,0,(0/6),0.0
62,PhD,Single,62000.0,1,899,0,101,0,0,20,1,6,6,13,677.0,26.03846153846154,39.23076923076923,1,(1/6),16.666666666666664
52,PhD,In-Relationship,31497.0,1,108,1,28,13,1,4,2,3,1,4,712.0,71.2,15.5,0,(0/6),0.0
40,2n Cycle,Married,45894.0,2,27,2,7,0,2,13,1,1,0,3,193.0,38.6,10.2,0,(0/6),0.0
44,Master,Divorced,78579.0,0,816,66,549,216,66,99,1,5,6,4,255.0,15.9375,113.25,1,(1/6),16.666666666666664
45,Master,Widow,67369.0,1,1298,0,70,37,14,42,4,7,4,10,556.0,22.24,58.44,1,(3/6),50.0
54,Graduation,Divorced,58401.0,1,10,0,11,17,29,29,1,1,2,2,557.0,92.83333333333333,16.0,0,(0/6),0.0
62,Graduation,Single,62307.0,1,87,13,34,10,6,10,1,4,0,4,424.0,47.111111111111114,17.77777777777778,0,(0/6),0.0
45,Master,Married,43641.0,2,57,2,51,4,2,23,3,2,1,4,578.0,57.8,13.9,0,(0/6),0.0
46,Master,Divorced,63841.0,1,635,15,100,20,7,131,1,9,3,9,208.0,9.454545454545455,41.27272727272727,0,(0/6),0.0
49,2n Cycle,Married,46891.0,1,43,12,23,29,15,61,1,2,1,4,781.0,97.625,22.875,0,(0/6),0.0
45,Master,Married,70091.0,1,964,34,137,15,0,11,2,5,2,10,414.0,21.789473684210527,61.10526315789474,1,(1/6),16.666666666666664
42,PhD,Married,78075.0,0,572,8,259,34,35,80,1,3,5,5,643.0,45.92857142857143,70.57142857142857,0,(0/6),0.0
53,2n Cycle,Widow,59184.0,1,341,142,113,259,151,66,3,6,6,12,303.0,11.222222222222221,39.7037037037037,0,(0/6),0.0
37,Graduation,Married,54809.0,2,63,6,57,13,13,22,4,2,1,5,750.0,62.5,14.5,0,(0/6),0.0
55,Graduation,Married,58113.0,1,221,104,169,102,78,84,3,9,2,8,439.0,19.954545454545453,34.45454545454545,0,(0/6),0.0
56,Master,Married,51412.0,1,140,3,29,4,5,14,2,3,2,4,617.0,56.09090909090909,17.727272727272727,0,(0/6),0.0
35,Graduation,Divorced,15287.0,1,1,2,8,4,3,13,2,1,1,2,342.0,57.0,5.166666666666667,1,(2/6),33.33333333333333
57,Master,In-Relationship,66636.0,0,291,10,689,84,10,0,1,3,4,9,366.0,21.529411764705884,63.76470588235294,0,(0/6),0.0
58,Master,Married,50965.0,1,544,13,85,8,6,29,3,10,4,5,256.0,11.636363636363637,31.136363636363637,1,(1/6),16.666666666666664
49,PhD,Married,84618.0,0,684,100,801,21,66,0,1,6,9,10,526.0,20.23076923076923,64.3076923076923,1,(1/6),16.666666666666664
24,Graduation,Married,18351.0,0,1,12,9,0,14,7,1,2,0,3,383.0,63.833333333333336,7.166666666666667,0,(0/6),0.0
57,PhD,In-Relationship,40451.0,2,35,0,4,0,0,10,1,1,1,2,563.0,112.6,9.8,1,(1/6),16.666666666666664
49,Graduation,In-Relationship,36317.0,1,87,3,25,3,2,13,2,3,0,4,368.0,40.888888888888886,14.777777777777779,0,(0/6),0.0
57,Graduation,In-Relationship,42213.0,1,309,3,24,4,3,20,2,5,1,7,597.0,39.8,24.2,1,(1/6),16.666666666666664
59,Graduation,In-Relationship,65748.0,1,172,73,93,95,78,34,2,2,4,10,729.0,40.5,30.27777777777778,0,(0/6),0.0
42,Graduation,In-Relationship,77044.0,1,625,38,242,50,34,76,2,7,11,11,489.0,15.774193548387096,34.354838709677416,1,(1/6),16.666666666666664
45,Graduation,In-Relationship,74918.0,0,972,59,913,25,19,59,1,5,9,6,470.0,22.38095238095238,97.47619047619048,1,(1/6),16.666666666666664
42,Graduation,Married,56721.0,2,157,6,39,6,13,75,5,4,1,5,813.0,54.2,19.733333333333334,0,(0/6),0.0
39,Graduation,Single,42160.0,2,48,9,45,3,15,20,4,2,1,4,389.0,35.36363636363637,12.727272727272727,1,(1/6),16.666666666666664
49,Graduation,Single,61559.0,1,279,83,88,32,14,34,1,4,2,10,649.0,38.1764705882353,31.176470588235293,0,(0/6),0.0
51,PhD,In-Relationship,33629.0,2,132,0,16,0,0,4,5,3,1,4,799.0,61.46153846153846,11.692307692307692,0,(0/6),0.0
23,PhD,In-Relationship,68682.0,0,919,0,505,99,30,45,1,4,9,10,403.0,16.791666666666668,66.58333333333333,0,(0/6),0.0
51,Graduation,Single,34377.0,1,62,0,22,3,1,26,2,2,2,2,642.0,80.25,14.25,0,(0/6),0.0
28,Basic,Single,8940.0,1,1,45,3,4,6,42,3,3,1,3,457.0,45.7,10.1,0,(0/6),0.0
41,Graduation,Married,26228.0,1,2,6,4,3,1,9,1,1,0,2,403.0,100.75,6.25,0,(0/6),0.0
57,2n Cycle,Divorced,77297.0,0,408,61,109,48,122,41,1,5,7,9,550.0,25.0,35.86363636363637,1,(1/6),16.666666666666664
33,Graduation,Married,40211.0,2,51,1,7,2,1,25,2,2,1,2,383.0,54.714285714285715,12.428571428571429,1,(1/6),16.666666666666664
56,PhD,Widow,33438.0,2,62,1,16,3,2,6,4,2,1,4,738.0,67.0909090909091,8.181818181818182,0,(0/6),0.0
55,PhD,Married,75032.0,1,952,12,180,47,12,12,2,5,4,9,441.0,22.05,60.75,0,(0/6),0.0
59,PhD,Single,61284.0,0,618,15,106,20,7,45,1,11,2,8,214.0,9.727272727272727,36.86363636363637,1,(1/6),16.666666666666664
28,Graduation,Married,22518.0,1,11,7,12,2,2,27,2,2,1,2,622.0,88.85714285714286,8.714285714285714,1,(2/6),33.33333333333333
39,Master,Married,54730.0,1,318,3,17,4,7,56,5,4,1,8,488.0,27.11111111111111,22.5,0,(0/6),0.0
59,Master,Married,38452.0,2,56,0,14,0,0,2,3,3,0,3,263.0,29.22222222222222,8.0,0,(0/6),0.0
43,Graduation,Divorced,44421.0,2,110,5,59,7,1,7,5,5,0,4,588.0,42.0,13.5,0,(0/6),0.0
28,PhD,In-Relationship,38197.0,1,23,0,11,2,1,3,1,1,0,3,181.0,36.2,8.0,0,(0/6),0.0
36,Graduation,Divorced,41986.0,1,27,5,8,8,3,12,3,3,0,4,157.0,15.7,6.3,0,(0/6),0.0
31,Graduation,In-Relationship,28427.0,1,18,3,19,3,3,6,2,2,0,3,196.0,28.0,7.428571428571429,0,(0/6),0.0
38,PhD,In-Relationship,37395.0,1,18,0,9,0,1,11,1,1,0,3,391.0,78.2,7.8,0,(0/6),0.0
43,Graduation,Married,64722.0,1,303,0,280,60,147,15,4,8,2,11,483.0,19.32,32.2,0,(0/6),0.0
58,Master,In-Relationship,55249.0,1,97,1,19,2,0,11,1,2,1,4,335.0,41.875,16.25,0,(0/6),0.0
42,Graduation,In-Relationship,84906.0,0,997,15,414,99,30,76,1,5,6,12,285.0,11.875,67.95833333333333,1,(3/6),50.0
25,Graduation,Married,28691.0,1,5,4,13,8,0,4,1,1,0,3,392.0,78.4,6.8,0,(0/6),0.0
62,Graduation,Single,44213.0,2,95,11,35,0,4,7,4,2,1,5,159.0,13.25,12.666666666666666,0,(0/6),0.0
30,Basic,Single,25707.0,1,1,6,2,3,6,3,1,1,0,3,193.0,38.6,4.2,0,(0/6),0.0
47,PhD,Married,59062.0,3,46,1,12,3,0,9,2,2,0,3,817.0,116.71428571428571,10.142857142857142,0,(0/6),0.0
52,Graduation,Single,76624.0,1,411,106,147,54,115,66,1,5,10,7,165.0,7.173913043478261,39.08695652173913,1,(1/6),16.666666666666664
67,Master,In-Relationship,66000.0,0,244,51,270,101,0,45,1,1,3,5,696.0,69.6,71.1,0,(0/6),0.0
36,PhD,In-Relationship,27683.0,1,152,9,121,12,12,45,4,6,2,4,573.0,35.8125,21.9375,0,(0/6),0.0
43,Graduation,Divorced,1730.0,0,1,1,3,1,1,1,15,0,0,0,220.0,14.666666666666666,0.5333333333333333,0,(0/6),0.0
22,Basic,Single,7500.0,1,10,17,18,8,26,40,4,3,2,2,159.0,14.454545454545455,10.818181818181818,0,(0/6),0.0
46,Graduation,In-Relationship,40521.0,2,12,0,5,0,0,4,1,0,1,2,429.0,107.25,5.25,0,(0/6),0.0
41,PhD,In-Relationship,20427.0,1,5,0,4,0,0,1,1,1,0,2,471.0,117.75,2.5,0,(0/6),0.0
39,Graduation,Married,65106.0,1,790,19,133,12,0,19,3,8,3,13,615.0,22.77777777777778,36.03703703703704,1,(1/6),16.666666666666664
49,PhD,Married,69969.0,0,882,29,514,38,29,44,1,4,2,6,413.0,31.76923076923077,118.15384615384616,1,(3/6),50.0
62,Graduation,Married,67433.0,2,615,28,259,12,48,30,4,6,5,13,377.0,13.464285714285714,35.42857142857143,1,(1/6),16.666666666666664
47,PhD,Married,77766.0,1,1004,59,265,115,59,27,2,11,10,11,822.0,24.176470588235293,44.970588235294116,1,(2/6),33.33333333333333
42,Graduation,Married,74716.0,1,133,27,421,13,195,71,2,7,3,5,818.0,48.11764705882353,50.588235294117645,0,(0/6),0.0
51,Graduation,Divorced,68118.0,1,595,23,123,10,23,154,2,8,9,4,171.0,7.434782608695652,40.34782608695652,0,(0/6),0.0
44,PhD,Married,55158.0,2,293,0,87,4,11,23,4,7,2,5,225.0,12.5,23.22222222222222,1,(1/6),16.666666666666664
59,2n Cycle,Married,62972.0,1,313,15,47,20,0,192,2,7,4,3,440.0,27.5,36.6875,1,(1/6),16.666666666666664
39,Graduation,Married,74190.0,1,151,81,86,168,91,64,2,4,2,11,164.0,8.631578947368421,33.73684210526316,0,(0/6),0.0
38,Graduation,Married,39356.0,2,15,0,2,0,0,6,1,1,0,2,526.0,131.5,5.75,1,(1/6),16.666666666666664
45,Graduation,In-Relationship,76653.0,0,736,63,946,219,189,126,1,4,7,11,329.0,14.304347826086957,99.08695652173913,1,(2/6),33.33333333333333
41,PhD,Divorced,35860.0,2,15,0,8,4,2,20,2,1,1,2,481.0,80.16666666666667,8.166666666666666,1,(1/6),16.666666666666664
31,PhD,Divorced,90687.0,0,982,17,672,23,34,51,1,6,2,8,238.0,14.0,104.6470588235294,1,(2/6),33.33333333333333
32,Master,In-Relationship,73450.0,0,1142,51,415,90,69,37,1,7,8,11,387.0,14.333333333333334,66.81481481481481,1,(2/6),33.33333333333333
54,Graduation,Married,31454.0,2,28,0,11,0,0,9,3,2,0,3,766.0,95.75,6.0,0,(0/6),0.0
62,Graduation,Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,629.0,89.85714285714286,11.857142857142858,1,(1/6),16.666666666666664
39,Graduation,Divorced,83829.0,0,897,161,430,186,161,27,0,4,7,6,436.0,25.647058823529413,109.52941176470588,1,(4/6),66.66666666666666
51,PhD,Married,53378.0,2,489,6,152,8,6,132,10,9,4,6,131.0,4.517241379310345,27.344827586206897,1,(1/6),16.666666666666664
44,Graduation,In-Relationship,19656.0,1,25,4,9,6,8,32,3,2,1,3,206.0,22.88888888888889,9.333333333333334,0,(0/6),0.0
66,PhD,Married,45579.0,1,145,1,33,2,1,1,1,4,1,4,646.0,64.6,18.3,0,(0/6),0.0
56,2n Cycle,Single,85485.0,0,630,26,611,44,18,54,1,6,6,6,795.0,41.8421052631579,72.78947368421052,0,(0/6),0.0
70,Graduation,Married,55956.0,0,760,38,104,50,9,38,2,7,3,4,590.0,36.875,62.4375,1,(1/6),16.666666666666664
51,Master,Single,64191.0,1,420,15,186,151,38,15,3,5,3,13,708.0,29.5,34.375,0,(0/6),0.0
42,Graduation,Single,38808.0,1,125,17,52,3,19,30,4,5,1,4,611.0,43.642857142857146,17.571428571428573,1,(2/6),33.33333333333333
48,Master,Married,57183.0,2,464,5,64,7,0,70,8,9,1,7,318.0,12.72,24.4,0,(0/6),0.0
46,Master,Divorced,23748.0,1,6,6,29,12,15,8,3,2,1,3,667.0,74.11111111111111,8.444444444444445,0,(0/6),0.0
43,Graduation,Married,66303.0,1,1090,12,96,16,12,60,4,3,4,11,769.0,34.95454545454545,58.45454545454545,1,(1/6),16.666666666666664
39,Master,Married,37368.0,1,3,2,11,2,2,10,1,1,0,2,335.0,83.75,7.5,1,(1/6),16.666666666666664
50,Graduation,Married,40800.0,3,24,0,27,8,30,10,2,3,0,3,812.0,101.5,12.375,0,(0/6),0.0
36,Graduation,Divorced,71847.0,0,737,21,106,55,63,210,0,6,7,9,803.0,36.5,54.18181818181818,1,(1/6),16.666666666666664
39,Graduation,Married,46149.0,1,254,6,71,4,0,27,5,5,1,7,770.0,42.77777777777778,20.11111111111111,0,(0/6),0.0
31,Graduation,In-Relationship,78687.0,0,817,185,687,145,55,241,1,4,6,8,466.0,24.526315789473685,112.10526315789474,1,(2/6),33.33333333333333
43,2n Cycle,Divorced,49118.0,0,620,54,239,99,98,119,2,9,7,10,724.0,25.857142857142858,43.892857142857146,1,(3/6),50.0
57,PhD,Married,37633.0,2,13,4,20,0,0,1,2,1,0,3,595.0,99.16666666666667,6.333333333333333,0,(0/6),0.0
63,Master,In-Relationship,39767.0,0,113,61,204,34,26,47,2,7,1,7,706.0,41.529411764705884,28.529411764705884,0,(0/6),0.0
63,Basic,Married,26997.0,0,7,23,78,133,49,144,2,4,2,5,509.0,39.15384615384615,33.38461538461539,0,(0/6),0.0
44,Graduation,Divorced,33986.0,1,16,2,18,2,1,5,1,1,0,3,627.0,125.4,8.8,0,(0/6),0.0
42,PhD,Married,57091.0,1,462,0,24,6,0,4,2,9,2,5,669.0,37.166666666666664,27.555555555555557,1,(2/6),33.33333333333333
45,2n Cycle,Married,46831.0,2,22,2,10,6,4,34,2,1,2,2,420.0,60.0,11.142857142857142,0,(0/6),0.0
42,Master,Married,83151.0,0,968,147,842,137,42,210,1,5,7,10,456.0,19.82608695652174,102.0,1,(4/6),66.66666666666666
43,Graduation,Married,52531.0,0,283,112,151,51,72,125,2,7,2,10,226.0,10.761904761904763,37.80952380952381,0,(0/6),0.0
58,Graduation,Married,15759.0,0,1,2,5,6,0,3,1,1,0,2,327.0,81.75,4.25,0,(0/6),0.0
43,Graduation,Single,22804.0,1,14,1,7,2,1,1,1,2,0,2,201.0,40.2,5.2,0,(0/6),0.0
41,2n Cycle,Married,43050.0,1,30,5,24,6,3,8,2,2,0,4,215.0,26.875,9.5,0,(0/6),0.0
37,PhD,Single,42997.0,2,4,0,5,0,1,5,1,1,0,2,370.0,92.5,3.75,0,(0/6),0.0
51,PhD,Single,48918.0,2,52,0,9,0,0,1,2,1,0,4,493.0,70.42857142857143,8.857142857142858,0,(0/6),0.0
60,Master,In-Relationship,60033.0,1,62,1,57,19,11,48,2,2,1,5,253.0,25.3,19.8,0,(0/6),0.0
36,PhD,In-Relationship,34043.0,1,20,2,14,3,0,10,1,2,0,2,672.0,134.4,9.8,0,(0/6),0.0
48,Graduation,In-Relationship,57811.0,1,545,7,114,37,21,78,5,7,2,11,513.0,20.52,32.08,1,(1/6),16.666666666666664
68,Graduation,Married,78569.0,0,558,79,622,207,175,95,1,4,6,4,605.0,40.333333333333336,115.73333333333333,1,(2/6),33.33333333333333
36,Graduation,Single,7500.0,2,6,5,4,13,4,25,4,2,1,3,254.0,25.4,5.7,0,(0/6),0.0
43,Master,In-Relationship,157733.0,1,39,1,9,2,0,8,0,1,0,1,612.0,306.0,29.5,0,(0/6),0.0
61,Graduation,In-Relationship,94384.0,0,1111,24,790,160,45,172,0,5,8,5,728.0,40.44444444444444,127.88888888888889,1,(4/6),66.66666666666666
29,2n Cycle,Married,23148.0,0,4,6,8,6,3,10,1,2,0,3,489.0,81.5,6.166666666666667,0,(0/6),0.0
44,Graduation,Divorced,44267.0,2,183,5,65,3,5,49,5,5,2,4,575.0,35.9375,19.375,0,(0/6),0.0
35,Graduation,Married,71626.0,0,546,72,376,94,145,72,1,5,5,8,160.0,8.421052631578947,68.6842105263158,1,(1/6),16.666666666666664
48,Graduation,In-Relationship,60894.0,1,606,7,155,10,0,54,5,10,3,8,289.0,11.115384615384615,32.0,0,(0/6),0.0
38,Graduation,In-Relationship,50200.0,2,266,6,51,8,6,64,6,7,1,5,465.0,24.473684210526315,21.105263157894736,0,(0/6),0.0
49,PhD,Married,81051.0,0,1142,29,249,38,29,14,1,5,5,12,272.0,11.826086956521738,65.26086956521739,1,(2/6),33.33333333333333
32,Graduation,Married,65169.0,0,1074,0,69,0,0,46,1,10,4,13,706.0,25.214285714285715,42.464285714285715,1,(5/6),83.33333333333334
42,Graduation,In-Relationship,59868.0,1,771,51,154,54,10,154,7,11,2,12,430.0,13.4375,37.3125,0,(0/6),0.0
54,PhD,Married,65695.0,1,371,32,189,0,58,6,2,5,4,10,358.0,17.047619047619047,31.238095238095237,0,(0/6),0.0
58,Master,Single,64857.0,0,556,14,717,210,0,43,1,7,5,10,292.0,12.695652173913043,66.95652173913044,0,(0/6),0.0
49,Master,In-Relationship,45143.0,1,202,5,74,11,5,14,3,6,1,5,558.0,37.2,20.733333333333334,0,(0/6),0.0
59,2n Cycle,In-Relationship,74805.0,1,209,162,209,41,162,37,5,4,7,10,394.0,15.153846153846153,31.53846153846154,0,(0/6),0.0
25,2n Cycle,Married,59060.0,1,35,40,111,36,40,12,3,3,1,7,142.0,10.142857142857142,19.571428571428573,0,(0/6),0.0
52,PhD,Single,27238.0,2,37,0,17,0,0,3,3,3,0,3,458.0,50.888888888888886,6.333333333333333,0,(0/6),0.0
49,Graduation,In-Relationship,47009.0,1,171,45,73,59,10,90,4,3,2,8,271.0,15.941176470588236,26.352941176470587,0,(0/6),0.0
41,2n Cycle,Married,46094.0,2,12,2,20,3,2,5,1,1,0,3,556.0,111.2,8.8,0,(0/6),0.0
42,Graduation,Married,40321.0,2,44,4,21,6,0,27,2,3,0,3,511.0,63.875,12.75,0,(0/6),0.0
30,Graduation,In-Relationship,37235.0,1,20,2,9,4,6,20,1,1,1,2,296.0,59.2,12.2,0,(0/6),0.0
54,Master,Married,81843.0,0,779,86,537,34,69,138,1,5,9,12,787.0,29.14814814814815,60.851851851851855,0,(0/6),0.0
56,Master,In-Relationship,46692.0,1,170,6,97,24,12,88,3,6,1,5,215.0,14.333333333333334,26.466666666666665,0,(0/6),0.0
46,Graduation,In-Relationship,77382.0,1,491,48,231,112,105,134,2,5,7,12,623.0,23.96153846153846,43.11538461538461,1,(1/6),16.666666666666664
37,Graduation,Single,37774.0,2,173,8,107,7,2,176,4,7,2,3,195.0,12.1875,29.5625,1,(2/6),33.33333333333333
40,Basic,Married,18393.0,1,7,10,13,16,0,4,2,3,0,3,400.0,50.0,6.25,0,(0/6),0.0
52,Master,Married,72828.0,1,1205,0,235,19,14,205,6,6,3,13,322.0,11.5,59.92857142857143,0,(0/6),0.0
32,Graduation,Married,24711.0,0,10,7,25,6,3,7,1,3,0,3,347.0,49.57142857142857,8.285714285714286,0,(0/6),0.0
39,PhD,Married,45503.0,1,97,4,44,6,1,18,1,3,1,4,237.0,26.333333333333332,18.88888888888889,0,(0/6),0.0
32,Master,Single,6560.0,0,67,11,26,4,3,262,0,1,0,1,687.0,343.5,186.5,0,(0/6),0.0
69,PhD,In-Relationship,71604.0,0,345,53,528,98,75,97,1,8,3,5,407.0,23.941176470588236,70.3529411764706,1,(2/6),33.33333333333333
35,Graduation,Married,27244.0,1,6,5,17,3,24,46,2,2,2,2,458.0,57.25,12.625,0,(0/6),0.0
